movie_title,gross,budget,genres,title_year,duration,profit,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,profit_norm
Dance Flick ,25615792.0,25000000.0,Action|Comedy|Music,2009.0,88.0,615792.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9589465271553413
Crocodile Dundee in Los Angeles ,25590119.0,21150000.0,Adventure|Comedy|Crime,2001.0,92.0,4440119.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9592467851218915
The Gambler ,33631221.0,25000000.0,Crime|Drama|Thriller,2014.0,111.0,8631221.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9595758395579072
August: Osage County ,37738400.0,25000000.0,Drama,2013.0,121.0,12738400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9598983049785674
A Lot Like Love ,21835784.0,30000000.0,Comedy|Drama|Romance,2005.0,107.0,-8164216.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9582571856454826
Eddie the Eagle ,15785632.0,23000000.0,Biography|Comedy|Drama|Sport,2016.0,106.0,-7214368.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9583317607090196
Dear John ,80014842.0,25000000.0,Drama|Romance|War,2010.0,108.0,55014842.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9632175395806021
The Losers ,23527955.0,25000000.0,Action|Crime|Drama|Mystery|Thriller,2010.0,97.0,-1472045.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.958782605583753
Don't Be Afraid of the Dark ,24042490.0,25000000.0,Fantasy|Horror|Thriller,2010.0,99.0,-957510.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.9588230030792649
War ,22466994.0,25000000.0,Action|Crime|Thriller,2007.0,103.0,-2533006.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9586993067464806
Punch-Drunk Love ,17791031.0,25000000.0,Comedy|Drama|Romance|Thriller,2002.0,95.0,-7208969.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9583321845987031
EuroTrip ,17718223.0,25000000.0,Comedy,2004.0,93.0,-7281777.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958326468251218
Half Past Dead ,15361537.0,13000000.0,Action|Crime|Thriller,2002.0,98.0,2361537.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9590835901846836
Unaccompanied Minors ,16647384.0,26000000.0,Adventure|Comedy|Family|Romance,2006.0,90.0,-9352616.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9581638812372956
The Box ,15045676.0,16000000.0,Drama|Fantasy|Mystery|Thriller,2009.0,115.0,-954324.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.9588232532205005
The Ruins ,17427926.0,8000000.0,Horror,2008.0,93.0,9427926.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9596383909619164
The Next Best Thing ,14983572.0,25000000.0,Comedy|Drama|Romance,2000.0,99.0,-10016428.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9581117636120791
My Soul to Take ,14637490.0,25000000.0,Horror|Mystery|Thriller,2010.0,107.0,-10362510.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9580845918044435
The Girl Next Door ,14589444.0,25000000.0,Comedy|Drama|Romance,2004.0,110.0,-10410556.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9580808195866752
Stealing Harvard ,13973532.0,25000000.0,Comedy|Crime,2002.0,85.0,-11026468.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9580324627163831
Legend ,1865774.0,30000000.0,Biography|Crime|Drama|History|Thriller,2015.0,132.0,-28134226.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9566892876611872
Shark Night 3D ,18860403.0,25000000.0,Horror|Thriller,2011.0,90.0,-6139597.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9584161438056971
Draft Day ,28831145.0,25000000.0,Drama|Sport,2014.0,110.0,3831145.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9591989729722187
The Conspirator ,11538204.0,25000000.0,Crime|Drama|History,2010.0,122.0,-13461796.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9578412587128649
Lords of Dogtown ,11008432.0,25000000.0,Biography|Drama|Sport,2005.0,107.0,-13991568.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9577996649204263
The 33 ,12188642.0,26000000.0,Biography|Drama|History,2015.0,127.0,-13811358.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9578138136812807
Warrior ,13651662.0,25000000.0,Drama|Sport,2011.0,140.0,-11348338.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9580071918565184
Stop-Loss ,10911750.0,25000000.0,Drama|War,2008.0,112.0,-14088250.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9577920741624388
Abandon ,10719367.0,25000000.0,Drama|Music|Mystery|Romance|Thriller,2002.0,99.0,-14280633.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0.9577769696673528
The Possession ,49122319.0,14000000.0,Horror|Thriller,2012.0,92.0,35122319.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9616557253043825
Straw Dogs ,10324441.0,25000000.0,Action|Drama|Thriller,2011.0,110.0,-14675559.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9577459629888712
The Hoax ,7156933.0,25000000.0,Comedy|Drama,2006.0,116.0,-17843067.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9574972736087236
The Road ,56692.0,25000000.0,Adventure|Drama,2009.0,111.0,-24943308.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9569398150219773
Underclassman ,5654777.0,25000000.0,Action|Comedy|Crime|Drama|Thriller,2005.0,95.0,-19345223.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.957379335392143
Say It Isn't So ,5516708.0,25000000.0,Comedy|Romance,2001.0,95.0,-19483292.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9573684952319832
The World's Fastest Indian ,5128124.0,25000000.0,Biography|Drama|Sport,2005.0,127.0,-19871876.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.957337986480594
Snakes on a Plane ,34014398.0,33000000.0,Action|Adventure|Crime|Drama|Thriller,2006.0,105.0,1014398.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9589778227602974
King's Ransom ,4006906.0,15000000.0,Comedy|Crime,2005.0,95.0,-10993094.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95803508299686
Blindness ,3073392.0,25000000.0,Drama|Mystery|Sci-Fi|Thriller,2008.0,121.0,-21926608.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.9571766640695853
BloodRayne ,1550000.0,25000000.0,Action|Adventure|Fantasy|Horror,2005.0,92.0,-23450000.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9570570585588174
Where the Truth Lies ,871527.0,25000000.0,Crime|Drama|Mystery|Thriller,2005.0,107.0,-24128473.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9570037898599485
Me and Orson Welles ,1186957.0,25000000.0,Drama,2008.0,107.0,-23813043.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957028555098483
The Best Offer ,85433.0,13500000.0,Crime|Drama|Mystery|Romance,2013.0,131.0,-13414567.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.9578449667858153
Bad Lieutenant: Port of Call New Orleans ,1697956.0,20000000.0,Crime|Drama,2009.0,122.0,-18302044.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9574612381178482
Little White Lies ,183662.0,25000000.0,Comedy|Drama,2010.0,134.0,-24816338.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9569497837704689
Love Ranch ,134904.0,25000000.0,Comedy|Drama|Romance|Sport,2010.0,117.0,-24865096.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.9569459556517089
The Counselor ,16969390.0,25000000.0,Crime|Drama|Thriller,2013.0,138.0,-8030610.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9582676754037796
Kung Fu Killer ,129115.0,25000000.0,Action|Drama,2014.0,100.0,-24870885.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9569455011421002
On the Road ,717753.0,25000000.0,Adventure|Drama,2012.0,137.0,-24282247.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9569917166589518
Rocky Balboa ,70269171.0,24000000.0,Drama|Sport,2006.0,139.0,46269171.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9625308939588818
Point Break ,28772222.0,105000000.0,Action|Crime|Sport|Thriller,2015.0,114.0,-76227778.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9529133364604416
Jane Got a Gun ,1512815.0,25000000.0,Action|Drama|Western,2016.0,98.0,-23487185.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9570541390667117
Think Like a Man Too ,65182182.0,24000000.0,Comedy|Romance,2014.0,106.0,41182182.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9621315010792972
The Whole Nine Yards ,57262492.0,24000000.0,Comedy|Crime,2000.0,98.0,33262492.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9615097053973098
Old School ,74608545.0,24000000.0,Comedy,2003.0,88.0,50608545.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9628715896194099
Return to Me ,32662299.0,24000000.0,Comedy|Drama|Romance,2000.0,115.0,8662299.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9595782795733881
Zack and Miri Make a Porno ,31452765.0,24000000.0,Comedy|Romance,2008.0,101.0,7452765.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.959483315879302
Nurse Betty ,25167270.0,24000000.0,Comedy|Crime|Drama,2000.0,110.0,1167270.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9589898251429029
The Men Who Stare at Goats ,32416109.0,25000000.0,Comedy|War,2009.0,94.0,7416109.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.959480437920377
Double Take ,20218.0,24000000.0,Action|Comedy|Crime|Thriller,2001.0,88.0,-23979782.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9570154639812525
Win a Date with Tad Hamilton! ,16964743.0,24000000.0,Comedy|Romance,2004.0,95.0,-7035257.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9583458231844949
Ready to Rumble ,12372410.0,24000000.0,Comedy|Sport,2000.0,107.0,-11627590.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9579852670478723
I Don't Know How She Does It ,9639242.0,24000000.0,Comedy|Romance,2011.0,89.0,-14360758.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9577706788429621
Piranha 3D ,25003072.0,24000000.0,Comedy|Horror,2010.0,88.0,1003072.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9589769335262625
Beyond the Sea ,6144806.0,23000000.0,Biography|Drama|Music|Musical,2004.0,118.0,-16855194.0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.9575748341149748
The Bridge of San Luis Rey ,42880.0,24000000.0,Drama|Romance,2004.0,120.0,-23957120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9570172432344487
Faster ,23225911.0,24000000.0,Action|Crime|Drama|Thriller,2010.0,98.0,-774089.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9588374039441707
Howl's Moving Castle ,4710455.0,24000000.0,Adventure|Animation|Family|Fantasy,2004.0,119.0,-19289545.0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.957383706818295
Zombieland ,75590286.0,23600000.0,Adventure|Comedy|Horror|Sci-Fi,2009.0,88.0,51990286.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9629800737377813
King Kong ,218051260.0,207000000.0,Action|Adventure|Drama|Romance,2005.0,201.0,11051260.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.959765843181842
Final Destination ,53302314.0,23000000.0,Horror|Thriller,2000.0,98.0,30302314.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9612772940405127
The Ides of March ,40962534.0,12500000.0,Drama,2011.0,101.0,28462534.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9611328480761117
Pitch Black ,39235088.0,23000000.0,Horror|Sci-Fi,2000.0,112.0,16235088.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.9601728391458968
Someone Like You... ,27338033.0,23000000.0,Comedy|Romance,2001.0,97.0,4338033.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9592387700816575
Her ,25556065.0,23000000.0,Drama|Romance|Sci-Fi,2013.0,126.0,2556065.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9590988630893585
Eddie the Eagle ,15785632.0,23000000.0,Biography|Comedy|Drama|Sport,2016.0,106.0,-7214368.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9583317607090196
Joy Ride ,21973182.0,23000000.0,Mystery|Thriller,2001.0,97.0,-1026818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.958817561525981
The Adventurer: The Curse of the Midas Box ,4756.0,25000000.0,Adventure|Family|Fantasy,2013.0,100.0,-24995244.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9569357373900826
Chasing Liberty ,12189514.0,23000000.0,Comedy|Romance,2004.0,101.0,-10810486.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9580494200309986
The Crew ,13019253.0,23000000.0,Comedy|Crime,2000.0,88.0,-9980747.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9581145650211909
Haywire ,18934858.0,23000000.0,Action|Thriller,2011.0,93.0,-4065142.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9585790147212856
The Longshots ,11508423.0,23000000.0,Biography|Comedy|Drama|Family|Sport,2008.0,94.0,-11491577.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9579959457860672
Coco Before Chanel ,6109075.0,19430000.0,Biography|Drama,2009.0,111.0,-13320925.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9578523188654109
Chéri ,2708188.0,23000000.0,Comedy|Drama|Romance,2009.0,100.0,-20291812.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9573050162012635
Vanity Fair ,16123851.0,23000000.0,Drama,2004.0,141.0,-6876149.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9583583151718542
1408 ,71975611.0,25000000.0,Fantasy|Horror,2007.0,114.0,46975611.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.9625863584204432
The Water Diviner ,4190530.0,22500000.0,Drama|War,2014.0,111.0,-18309470.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.957460655083066
The Rookie ,75597042.0,20000000.0,Drama|Family|Sport,2002.0,127.0,55597042.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9632632496331487
The Game Plan ,90636983.0,22000000.0,Comedy|Family|Sport,2007.0,110.0,68636983.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.964287049681783
The Animal ,55762229.0,22000000.0,Comedy|Sci-Fi,2001.0,84.0,33762229.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9615489410629394
The Hundred-Foot Journey ,54235441.0,22000000.0,Comedy|Drama,2014.0,122.0,32235441.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9614290689232836
I Am Sam ,40270895.0,22000000.0,Drama,2001.0,132.0,18270895.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9603326757054035
Son of God ,59696176.0,22000000.0,Biography|Drama|History,2014.0,170.0,37696176.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9618578055838698
Underworld ,51483949.0,22000000.0,Action|Fantasy|Thriller,2003.0,133.0,29483949.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9612130420529614
Derailed ,36020063.0,22000000.0,Drama|Thriller,2005.0,112.0,14020063.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9599989317100636
The Informant! ,33313582.0,21000000.0,Comedy|Crime|Drama|Thriller,2009.0,108.0,12313582.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9598649514005826
Deuce Bigalow: European Gigolo ,22264487.0,22000000.0,Comedy,2005.0,83.0,264487.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958918945276245
Delivery Man ,30659817.0,26000000.0,Comedy|Drama,2013.0,105.0,4659817.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959264034189436
Victor Frankenstein ,5773519.0,40000000.0,Drama|Horror|Sci-Fi|Thriller,2015.0,110.0,-34226481.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.9562109687051971
Saving Silverman ,19351569.0,22000000.0,Comedy|Crime|Romance,2001.0,96.0,-2648431.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9586902444262897
Diary of a Wimpy Kid: Dog Days ,49002815.0,22000000.0,Comedy|Family,2012.0,94.0,27002815.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9610182416999637
Jay and Silent Bob Strike Back ,30059386.0,22000000.0,Comedy,2001.0,104.0,8059386.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9595309432887591
The Island ,35799026.0,126000000.0,Action|Adventure|Romance|Sci-Fi|Thriller,2005.0,136.0,-90200974.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.9518162641083214
The Glass House ,17951431.0,30000000.0,Crime|Drama|Mystery|Thriller,2001.0,106.0,-12048569.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9579522148798699
"Hail, Caesar! ",29997095.0,22000000.0,Comedy|Mystery,2016.0,106.0,7997095.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9595260526585921
Josie and the Pussycats ,14252830.0,22000000.0,Comedy|Music,2001.0,98.0,-7747170.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9582899290233154
Homefront ,19783777.0,22000000.0,Action|Crime|Drama|Thriller,2013.0,100.0,-2216223.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.958724178212602
The Little Vampire ,13555988.0,22000000.0,Adventure|Comedy|Family|Fantasy,2000.0,95.0,-8444012.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9582352181259663
I Heart Huckabees ,12784713.0,22000000.0,Comedy,2004.0,107.0,-9215287.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9581746632981101
Megiddo: The Omega Code 2 ,5974653.0,22000000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,2001.0,104.0,-16025347.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9576399875845311
The Transporter Refueled ,16027866.0,25000000.0,Action|Crime|Thriller,2015.0,96.0,-8972134.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9581937538793655
Black Book ,4398392.0,21000000.0,Drama|Thriller|War,2006.0,145.0,-16601608.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.9575947438184874
Joyeux Noel ,1050445.0,22000000.0,Drama|History|Music|Romance|War,2005.0,116.0,-20949555.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0.9572533750691917
Hit and Run ,13746550.0,2000000.0,Action|Comedy|Romance,2012.0,100.0,11746550.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9598204322275912
Mad Money ,20668843.0,22000000.0,Comedy|Crime|Thriller,2008.0,104.0,-1331157.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9587936670710137
Before I Go to Sleep ,2963012.0,22000000.0,Drama|Mystery|Thriller,2014.0,92.0,-19036988.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9574035357323126
Stone ,1796024.0,22000000.0,Drama|Thriller,2010.0,105.0,-20203976.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9573119124365357
Molière ,634277.0,16000000.0,Comedy|History,2007.0,120.0,-15365723.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9576917763988577
Out of the Furnace ,11326836.0,22000000.0,Crime|Drama|Thriller,2013.0,116.0,-10673164.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9580602015422246
Michael Clayton ,49024969.0,25000000.0,Crime|Drama|Mystery|Thriller,2007.0,119.0,24024969.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.960784443182039
To Rome with Love ,16684352.0,17000000.0,Comedy|Romance,2012.0,112.0,-315648.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9588733973522771
Death at a Funeral ,8579684.0,9000000.0,Comedy,2007.0,87.0,-420316.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9588651795924352
Hardball ,40219708.0,21000000.0,Drama|Sport,2001.0,106.0,19219708.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9604071695083697
Silver Linings Playbook ,132088910.0,21000000.0,Comedy|Drama|Romance,2012.0,122.0,111088910.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9676200620725005
Freedom Writers ,36581633.0,21000000.0,Biography|Crime|Drama,2007.0,123.0,15581633.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9601215346759778
The Transporter ,25296447.0,21000000.0,Action|Crime|Thriller,2002.0,92.0,4296447.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.959235505055472
Never Back Down ,24848292.0,20000000.0,Action|Drama|Sport,2008.0,110.0,4848292.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9592788318571682
Away We Go ,9430988.0,17000000.0,Comedy|Drama|Romance,2009.0,98.0,-7569012.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9583039166762554
Swing Vote ,16284360.0,21000000.0,Comedy|Drama,2008.0,120.0,-4715640.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9585279424132102
Moonlight Mile ,6830957.0,21000000.0,Drama|Romance,2002.0,112.0,-14169043.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.957785730891612
Tinker Tailor Soldier Spy ,24104113.0,20000000.0,Drama|Mystery|Thriller,2011.0,127.0,4104113.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9592204044075048
The Beaver ,958319.0,21000000.0,Drama,2011.0,91.0,-20041681.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9573246546436434
Pulse ,20259297.0,20000000.0,Drama|Horror|Sci-Fi|Thriller,2006.0,90.0,259297.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.958918537795701
Bringing Down the House ,132541238.0,33000000.0,Comedy,2003.0,105.0,99541238.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9667134239860847
Jackass 3D ,117224271.0,20000000.0,Action|Comedy|Documentary,2010.0,101.0,97224271.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966531512815836
Beverly Hills Chihuahua ,94497271.0,20000000.0,Adventure|Comedy|Drama|Family|Romance,2008.0,91.0,74497271.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9647471562987847
The Conjuring ,137387272.0,20000000.0,Horror|Mystery|Thriller,2013.0,112.0,117387272.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.9681145630308957
Are We There Yet? ,82301521.0,32000000.0,Adventure|Comedy|Family|Romance,2005.0,95.0,50301521.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9628474843580339
Tammy ,84518155.0,20000000.0,Comedy,2014.0,100.0,64518155.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9639636696675087
